,warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label,method_content
10,81,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InsertConstantAction,autoincRowLocation,<init>,,autoincRowLocation,"autoincRowLocation,autoincRowLocation",159,159,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java#L159,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java,,open,
11,85,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.UserDescriptor,_lastModified,<init>,,_lastModified,"_lastModified,lastModified",73,73,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/UserDescriptor.java#L73,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/UserDescriptor.java,,close,
12,88,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InsertConstantAction,autoincRowLocation,getAutoincRowLocation,,autoincRowLocation,autoincRowLocation,267,267,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java#L267,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InsertConstantAction.java,,open,"public RowLocation[] getAutoincRowLocation()
	{
		return autoincRowLocation;
	}"
13,91,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.store.access.xa,org.apache.derby.iapi.store.access.xa.XAXactId,global_id,getGlobalTransactionId,,return(global_id);,,232,232,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/store/access/xa/XAXactId.java#L232,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/store/access/xa/XAXactId.java,,close,"public byte[] getGlobalTransactionId()
    {
        return(global_id);
    }"
14,97,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RoutineAliasInfo,parameterNames,getParameterNames,,parameterNames,parameterNames,249,249,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java#L249,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java,,close,"public String[] getParameterNames() {
		return parameterNames;
	}"
15,98,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.ColumnInfo,providers,<init>,,providers,"providers,providers",138,138,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/ColumnInfo.java#L138,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/ColumnInfo.java,,close,
16,99,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RoutineAliasInfo,parameterNames,<init>,,parameterNames,"parameterNames,parameterNames",175,175,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java#L175,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java,,close,
17,101,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.IndexLister,indexRowGenerators,getIndexRowGenerators,,indexRowGenerators,indexRowGenerators,88,88,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java#L88,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java,,close,"public	IndexRowGenerator[]		getIndexRowGenerators()
					throws StandardException
	{
		if ( indexRowGenerators == null ) { getAllIndexes(); }
		return	indexRowGenerators;
	}"
18,104,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,endCompilationTimestamp,<init>,,endCompilationTimestamp,"endCompilationTimestamp,endCompilationTimestamp",101,101,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L101,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,
19,115,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ijResultSetResult,columnWidths,getColumnWidthList,,columnWidths,columnWidths,77,77,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ijResultSetResult.java#L77,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ijResultSetResult.java,,close,public int[] getColumnWidthList() { return columnWidths; }
20,124,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.CatalogRowFactory,indexUniqueness,initInfo,,this.indexUniqueness = indexUniqueness;,,243,243,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/CatalogRowFactory.java#L243,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/CatalogRowFactory.java,,close,"public	void	initInfo(int        columnCount,
							 String 	catalogName,
							 int[][] 	indexColumnPositions,
							 boolean[] 	indexUniqueness,
							 String[]	uuidStrings)
							 
	{
		indexCount = (indexColumnPositions != null) ? 
			                 indexColumnPositions.length : 0;

		this.catalogName = catalogName;
		this.columnCount = columnCount;

		UUIDFactory	uf = getUUIDFactory();
		this.tableUUID = uf.recreateUUID(uuidStrings[0] );
		this.heapUUID = uf.recreateUUID( uuidStrings[1] );

		if (indexCount > 0)
		{
			indexNames = new String[indexCount];
			indexUUID = new UUID[indexCount];
			for (int ictr = 0; ictr < indexCount; ictr++)
			{
				indexNames[ictr] = generateIndexName(ictr);
				indexUUID[ictr] = uf.recreateUUID(uuidStrings[ictr + 2 ]);
			}
			this.indexColumnPositions = indexColumnPositions;
			this.indexUniqueness = indexUniqueness;
 
		}
	}"
21,125,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.DeleteConstantAction,dependentCActions,<init>,,dependentCActions,"dependentCActions,dependentCActions",131,131,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/DeleteConstantAction.java#L131,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/DeleteConstantAction.java,,open,
22,128,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.ConstraintDefinitionNode,checkColumnReferences,getCheckColumnReferences,,checkColumnReferences,checkColumnReferences,476,476,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/ConstraintDefinitionNode.java#L476,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/ConstraintDefinitionNode.java,,unknown,"public int[] getCheckColumnReferences()
	{
		return checkColumnReferences;
	}"
23,139,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.XPLAINStatementDescriptor,xplain_time,<init>,,this.xplain_time,"xplain_time,xplain_time",77,77,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementDescriptor.java#L77,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/XPLAINStatementDescriptor.java,,close,
24,144,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.client.am,org.apache.derby.client.am.Section,PKGNAMCBytes,setPKGNAMCBytes,,PKGNAMCBytes,"PKGNAMCBytes,b",73,73,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/Section.java#L73,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/Section.java,,close,"public void setPKGNAMCBytes(byte[] b) {
        if (isGenerated) {
            PKGNAMCBytes = b;
        } else {
            agent_.sectionManager_.setPKGNAMCBytes(b, resultSetHoldability_);
        }
    }"
25,148,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.SPSDescriptor,params,setParams,,params,"params,params",606,606,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java#L606,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java,,close,"public final synchronized void setParams(DataTypeDescriptor params[])
	{
		this.params = params;
	}"
26,164,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.FKInfo,fkConglomNumbers,<init>,,fkConglomNumbers,"fkConglomNumbers,fkConglomNumbers",142,142,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java#L142,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/FKInfo.java,,close,
27,167,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.RowMultiSetImpl,_columnNames,<init>,,_columnNames,"_columnNames,columnNames",89,89,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java#L89,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/RowMultiSetImpl.java,,close,
28,171,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.IndexLister,indexNames,getIndexNames,,indexNames,indexNames,115,115,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java#L115,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/IndexLister.java,,unknown,"public	String[]		getIndexNames()	throws StandardException
	{
		if ( indexNames == null ) { getAllIndexes(); }
		return	indexNames;
	}"
29,174,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.DeleteCascadeResultSet,dependentResultSets,<init>,,dependentResultSets,"dependentResultSets,dependentResultSets",105,105,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/DeleteCascadeResultSet.java#L105,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/DeleteCascadeResultSet.java,,unknown,
30,175,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.ReferencedColumnsDescriptorImpl,referencedColumnsInTriggerAction,getTriggerActionReferencedColumnPositions,,referencedColumnsInTriggerAction,referencedColumnsInTriggerAction,118,118,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java#L118,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java,,close,"public int[] getTriggerActionReferencedColumnPositions()
	{
		return referencedColumnsInTriggerAction;
	}"
31,189,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.tools.ij,org.apache.derby.impl.tools.ij.ParseException,expectedTokenSequences,<init>,,expectedTokenSequences,"expectedTokenSequences,expectedTokenSequencesVal",54,54,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/tools/org/apache/derby/impl/tools/ij/ParseException.java#L54,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/tools/org/apache/derby/impl/tools/ij/ParseException.java,,close,
32,190,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.ConstraintInfo,columnNames,<init>,,columnNames,"columnNames,columnNames",96,96,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/ConstraintInfo.java#L96,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/ConstraintInfo.java,,close,
33,200,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.IndexDescriptorImpl,isAscending,isAscending,,isAscending,isAscending,185,185,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/IndexDescriptorImpl.java#L185,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/IndexDescriptorImpl.java,,close,"public boolean			isAscending(Integer keyColumnPosition)
	{
		int i = keyColumnPosition.intValue() - 1;
		if (i < 0 || i >= baseColumnPositions.length)
			return false;
		return isAscending[i];
	}"
34,205,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.ReferencedColumnsDescriptorImpl,referencedColumns,<init>,,referencedColumns,"referencedColumns,referencedColumns",97,97,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java#L97,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java,,close,
35,211,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.InternalTriggerExecutionContext,changedColNames,getModifiedColumns,,changedColNames,changedColNames,407,407,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/InternalTriggerExecutionContext.java#L407,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/InternalTriggerExecutionContext.java,,unknown,"public String[] getModifiedColumns()
	{
		return changedColNames;
	}"
36,218,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.ValueRow,column,getRowArray,,column,column,202,202,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/ValueRow.java#L202,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/ValueRow.java,,open,"public DataValueDescriptor[] getRowArray() {
		return column;
	}"
37,219,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TriggerDescriptor,referencedColsInTriggerAction,getReferencedColsInTriggerAction,,referencedColsInTriggerAction,referencedColsInTriggerAction,473,473,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java#L473,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TriggerDescriptor.java,,close,"public int[] getReferencedColsInTriggerAction()
	{
		return referencedColsInTriggerAction;
	}"
38,221,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RunTimeStatisticsImpl,beginCompilationTimestamp,<init>,,beginCompilationTimestamp,"beginCompilationTimestamp,beginCompilationTimestamp",100,100,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java#L100,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,,close,
39,225,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.catalog.types,org.apache.derby.catalog.types.ReferencedColumnsDescriptorImpl,referencedColumnsInTriggerAction,<init>,,referencedColumnsInTriggerAction,"referencedColumnsInTriggerAction,referencedColumnsInTriggerAction",98,98,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java#L98,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java,,close,
40,238,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.execute.rts,org.apache.derby.impl.sql.execute.rts.RealProjectRestrictStatistics,subqueryTrackingArray,<init>,,subqueryTrackingArray,"subqueryTrackingArray,subqueryTrackingArray",99,99,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/rts/RealProjectRestrictStatistics.java#L99,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/rts/RealProjectRestrictStatistics.java,,close,
41,239,derby,EI_EXPOSE_REP2,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DDColumnDependableFinder,columnBitMap,setColumnBitMap,,columnBitMap,"columnBitMap,columnBitMap",104,104,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/catalog/DDColumnDependableFinder.java#L104,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DDColumnDependableFinder.java,,unknown,"public	void	setColumnBitMap(byte[] columnBitMap)
	{
		this.columnBitMap = columnBitMap;
	}"
42,241,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.impl.sql,org.apache.derby.impl.sql.GenericResultDescription,columns,getColumnInfo,,return columns;,,148,148,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/GenericResultDescription.java#L148,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/GenericResultDescription.java,,close,"public ResultColumnDescriptor[] getColumnInfo() {
		return columns;
	}"
43,243,derby,EI_EXPOSE_REP,B,last,,MALICIOUS_CODE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.UserDescriptor,_lastModified,getLastModified,,_lastModified,_lastModified,78,78,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/iapi/sql/dictionary/UserDescriptor.java#L78,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/UserDescriptor.java,,close,public  Timestamp   getLastModified()   { return _lastModified; }
